"OPGR_ID","VONDSTNR","INHOUD","ABR_ALG","ABR_SPECSVU","AANTAL","GEWICHT","DOOSNR","LOKATIE","BEWAARD?","OPMERKING","INVDATUM","BEWAARCATEGORIE"
"CUIK3-07",780,"awh","ker","awh",4,47,8,"5",,False,,2-10-2007,
"CUIK3-07",780,"VKL","KER","huttelm",5,49,4,"1",,False,,2-10-2007,
"CUIK3-07",781,"awg","ker","awg",3,48,2,"4",,False,,2-10-2007,
"CUIK3-07",781,"awh","ker","awh",1,13,"5",,False,,2-10-2007,
"CUIK3-07",782,"awh","ker","awh",1,71,"5",,False,,2-10-2007,
"CUIK3-07",783,"AWG","KER","AWG",2,32,6,"4",,False,,2-10-2007,
"CUIK3-07",784,"awg","ker","awg",3,19,"4",,False,,10-10-2007,
"CUIK3-07",785,"awh","ker","awh",2,14,"5",,False,,2-10-2007,
"CUIK3-07",786,"awg","ker","awg",1,16,"4",,False,,2-10-2007,
"CUIK3-07",786,"NS","SXX","SXX",1,46,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",786,"VKL","KER","huttelm",1,10,2,"1",,False,,2-10-2007,
"CUIK3-07",787,"awg","ker","awg",1,6,4,"4",,False,,2-10-2007,
"CUIK3-07",788,"awg","ker","awg",2,36,7,"4",,False,,10-10-2007,
"CUIK3-07",789,"AWG","KER","AWG",1,11,"5",,False,,7-1-2008,
"CUIK3-07",789,"awh","ker","awh",6,39,6,"5",,False,,2-10-2007,
"CUIK3-07",789,"VST","SXX","SVU",1,37,2,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",790,"awh","ker","awh",2,15,4,"5",,False,,2-10-2007,
"CUIK3-07",791,"AWG","KER","AWG",2,16,"5",,False,,7-1-2008,
"CUIK3-07",791,"awh","ker","awh",4,20,2,"5",,False,,2-10-2007,
"CUIK3-07",791,"NS","SXX","SXX",1,70,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",791,"VKL","KER","huttelm",5,49,4,"1",,False,"SB Huttenleem",2-10-2007,
"CUIK3-07",792,"awg","ker","awg",3,37,4,"4",,False,,2-10-2007,
"CUIK3-07",792,"awh","ker","AWH",1,13,6,"5",,False,,2-10-2007,
"CUIK3-07",793,"awg","ker","awg",2,42,"4",,False,,2-10-2007,
"CUIK3-07",793,"MET","MXX","MXX",1,59,,"afgestoten",False,,2-10-2007,
"CUIK3-07",793,"NS","SXX","SXX",1,20,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",794,"NS","SXX","SXX",1,24,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",795,"awh","ker","awh",4,15,6,"5",,False,,2-10-2007,
"CUIK3-07",796,"awg","ker","awg",1,6,"4",,False,,10-10-2007,
"CUIK3-07",796,"AWH","KER","AWH",1,10,6,"5",,False,,10-10-2007,
"CUIK3-07",797,"awh","ker","awh",1,6,2,"5",,False,,2-10-2007,
"CUIK3-07",798,"AWH","KER","AWH",1,13,4,"5",,False,,10-10-2007,
"CUIK3-07",798,"HK","OXX","oph",1,0,1,"1",,False,,10-10-2007,
"CUIK3-07",799,"AWH","KER","AWH",1,25,2,"5",,False,,10-10-2007,
"CUIK3-07",800,"awh","ker","awh",4,7,"5",,False,,2-10-2007,
"CUIK3-07",801,"awh","ker","awh",1,4,8,"5",,False,,2-10-2007,
"CUIK3-07",802,"awh","ker","awh",4,7,8,"5",,False,,2-10-2007,
"CUIK3-07",802,"VST","SXX","SVU",1,2,2,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",803,"awh","ker","awh",2,5,8,"5",,False,,2-10-2007,
"CUIK3-07",804,"NS","SXX","SXX",1,16,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",805,"awh","ker","awh",2,6,4,"5",,False,,2-10-2007,
"CUIK3-07",806,"awh","ker","awh",1,3,"5",,False,,2-10-2007,
"CUIK3-07",807,"awh","ker","awh",2,9,"5",,False,,2-10-2007,
"CUIK3-07",808,"awh","ker","awh",2,17,"5",,False,,2-10-2007,
"CUIK3-07",809,"BT","OXX","OXB",2,1,8,"1",,False,,2-10-2007,
"CUIK3-07",811,"awh","ker","awh",46,934,2,"5",,False,,2-10-2007,
"CUIK3-07",811,"VST","SXX","SVU",1,3,8,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",812,"awh","ker","awh",62,864,6,"8",,False,,2-10-2007,
"CUIK3-07",812,"NS","SXX","SXX",5,86,2,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",813,"awh","ker","awh",9,244,6,"5",,False,,2-10-2007,
"CUIK3-07",813,"NS","SXX","SXX",3,422,2,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",814,"awh","ker","awh",12,165,2,"5",,False,,2-10-2007,
"CUIK3-07",814,"VST","SXX","SVU",1,5,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",815,"awh","ker","awh",26,315,"5",,False,,2-10-2007,
"CUIK3-07",816,"awh","ker","awh",1,4,8,"5",,False,,2-10-2007,
"CUIK3-07",817,"AWH","KER","AWH",1,6,8,"5",,False,,10-10-2007,
"CUIK3-07",818,"vst","SXX","svu",1,5,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",819,"awh","ker","awh",1,3,8,"5",,False,,2-10-2007,
"CUIK3-07",820,"awh","ker","awh",15,106,4,"5",,False,,2-10-2007,
"CUIK3-07",820,"MET","MXX","MXX",2,19,4,,"afgestoten",False,,2-10-2007,
"CUIK3-07",820,"NS","SXX","SXX",2,75,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",821,"awh","ker","awh",5,28,8,"5",,False,,2-10-2007,
"CUIK3-07",822,"awh","ker","awh",2,12,2,"5",,False,,2-10-2007,
"CUIK3-07",822,"BW","KER","BOUWMAT",5,301,8,"6",,False,,2-10-2007,
"CUIK3-07",822,"MET","MXX","MXX",2,15,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",823,"awg","ker","awg",1,5,4,"4",,False,,2-10-2007,
"CUIK3-07",824,"awh","ker","awh",2,21,8,"5",,False,,2-10-2007,
"CUIK3-07",825,"awh","ker","awh",5,18,4,"5",,False,,2-10-2007,
"CUIK3-07",826,"awh","ker","awh",3,10,4,"5",,False,,2-10-2007,
"CUIK3-07",826,"NS","SXX","SXX",1,14,6,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",827,"awh","ker","awh",2,8,6,"5",,False,,2-10-2007,
"CUIK3-07",828,"awh","ker","awh",2,29,2,"5",,False,,2-10-2007,
"CUIK3-07",828,"BW","KER","BOUWMAT",1,32,2,"6",,False,,2-10-2007,
"CUIK3-07",828,"MET","MXX","MXX",1,21,,"afgestoten",False,,2-10-2007,
"CUIK3-07",829,"MET","MXX","MXX",1,10,,"afgestoten",False,,2-10-2007,
"CUIK3-07",830,"awh","ker","awh",3,9,6,"5",,False,,2-10-2007,
"CUIK3-07",831,"awh","ker","awh",1,4,4,"5",,False,,2-10-2007,
"CUIK3-07",831,"MET","MXX","MXX",1,11,4,,"afgestoten",False,,2-10-2007,
"CUIK3-07",832,"awg","ker","awg",8,158,8,"4",,False,,2-10-2007,
"CUIK3-07",832,"BW","KER","BOUWMAT",2,14,2,"6",,False,,2-10-2007,
"CUIK3-07",832,"MET","MXX","MXX",1,12,2,,"afgestoten",False,,2-10-2007,
"CUIK3-07",833,"awg","ker","awg",1,22,4,"4",,False,,2-10-2007,
"CUIK3-07",833,"awh","ker","awh",3,6,4,"5",,False,,2-10-2007,
"CUIK3-07",834,"awh","ker","awh",2,4,"5",,False,,2-10-2007,
"CUIK3-07",835,"awg","ker","awg",5,40,4,"4",,False,,2-10-2007,
"CUIK3-07",835,"NS","SXX","SXX",1,5,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",835,"VKL","KER","huttelm",3,12,4,"1",,False,,2-10-2007,
"CUIK3-07",836,"awh","ker","awh",7,10,"5",,False,,2-10-2007,
"CUIK3-07",837,"awg","ker","awg",1,4,6,"4",,False,,2-10-2007,
"CUIK3-07",838,"HK","OXX","OPH",11,2,8,"1",,False,,2-10-2007,
"CUIK3-07",838,"KER","KER","KER",1,19,8,"4",,False,,2-10-2007,
"CUIK3-07",838,"MET","MXX","MXX",1,8,6,,"afgestoten",False,,2-10-2007,
"CUIK3-07",838,"VKL","KER","huttelm",24,69,2,"1",,False,,2-10-2007,
"CUIK3-07",839,"VKL","KER","huttelm",1,3,4,"1",,False,,2-10-2007,
"CUIK3-07",840,"awh","ker","awh",3,8,"5",,False,,2-10-2007,
"CUIK3-07",840,"VKL","KER","huttelm",1,24,4,"1",,False,"SB Huttenleem",2-10-2007,
"CUIK3-07",841,"VKL","KER","huttelm",4,36,2,"1",,False,,2-10-2007,
"CUIK3-07",842,"awh","KER","AW",2,4,6,"4",,False,,2-10-2007,
"CUIK3-07",843,"awg","ker","awg",11,37,4,"4",,False,,2-10-2007,
"CUIK3-07",843,"awh","ker","awh",2,18,"5",,False,,2-10-2007,
"CUIK3-07",843,"MET","MXX","MXX",7,44,,"afgestoten",False,,2-10-2007,
"CUIK3-07",843,"VKL","KER","huttelm",4,8,2,"1",,False,,2-10-2007,
"CUIK3-07",844,"awh","ker","awh",8,9,4,"5",,False,,2-10-2007,
"CUIK3-07",845,"awh","ker","awh",3,7,6,"5",,False,,2-10-2007,
"CUIK3-07",850,"awh","ker","awh",34,313,2,"5",,False,,2-10-2007,
"CUIK3-07",850,"NS","SXX","SXX",5,125,2,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",851,"awh","ker","awh",8,91,8,"5",,False,,2-10-2007,
"CUIK3-07",851,"NS","SXX","SXX",7,45,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",852,"awh","ker","awh",17,153,2,"5",,False,,2-10-2007,
"CUIK3-07",852,"VKL","KER","huttelm",11,55,2,"1",,False,,2-10-2007,
"CUIK3-07",853,"awg","ker","awg",3,17,2,"4",,False,,2-10-2007,
"CUIK3-07",854,"awh","ker","awh",10,9,2,"5",,False,,2-10-2007,
"CUIK3-07",855,"MET","MXX","MXX",2,20,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",855,"VKL","KER","huttelm",1,20,2,"1",,False,,2-10-2007,
"CUIK3-07",856,"awg","ker","awg",1,7,2,"4",,False,,2-10-2007,
"CUIK3-07",857,"awh","ker","awh",5,29,6,"5",,False,,2-10-2007,
"CUIK3-07",858,"awh","ker","awh",1,13,4,"5",,False,,2-10-2007,
"CUIK3-07",859,"awh","ker","awh",6,34,4,"5",,False,,2-10-2007,
"CUIK3-07",860,"awh","ker","awh",1,4,8,"5",,False,,2-10-2007,
"CUIK3-07",861,"awh","ker","awh",2,5,"5",,False,,2-10-2007,
"CUIK3-07",862,"awg","ker","awg",1,9,4,"4",,False,,2-10-2007,
"CUIK3-07",863,"awg","ker","awg",3,36,6,"4",,False,,2-10-2007,
"CUIK3-07",863,"awh","ker","awh",5,89,4,"5",,False,,2-10-2007,
"CUIK3-07",863,"BW","KER","BOUWMAT",1,550,8,"6",,False,,2-10-2007,
"CUIK3-07",864,"awg","ker","awg",2,25,"4",,False,,2-10-2007,
"CUIK3-07",864,"BW","KER","BOUWMAT",1,6,4,"6",,False,,2-10-2007,
"CUIK3-07",864,"MET","MXX","MXX",1,4,4,,"afgestoten",False,,2-10-2007,
"CUIK3-07",865,"awh","ker","awh",1,23,"5",,False,,2-10-2007,
"CUIK3-07",866,"awg","ker","awg",14,380,"4",,False,,2-10-2007,
"CUIK3-07",866,"BW","KER","BOUWMAT",15,1010,"6",,False,,2-10-2007,
"CUIK3-07",866,"MET","MXX","mfe",5,428,8,"9","naar conservering",True,,2-10-2007,"DROOG"
"CUIK3-07",866,"NS","SXX","SXX",3,1949,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",867,"awh","ker","awh",3,53,4,"5",,False,,2-10-2007,
"CUIK3-07",867,"HK","OXX","OPH",2,4,6,"1",,False,,2-10-2007,
"CUIK3-07",867,"MET","MXX","MXX",3,52,6,,"afgestoten",False,,2-10-2007,
"CUIK3-07",867,"VKL","KER","huttelm",2,88,8,"1",,False,"SB Huttenleem",2-10-2007,
"CUIK3-07",868,"awg","ker","awg",1,9,8,"4",,False,,2-10-2007,
"CUIK3-07",869,"awg","ker","awg",9,98,8,"4",,False,,2-10-2007,
"CUIK3-07",869,"awh","ker","awh",1,11,2,"5",,False,,2-10-2007,
"CUIK3-07",869,"BW","KER","BOUWMAT",1,395,8,"6",,False,,2-10-2007,
"CUIK3-07",869,"MET","MXX","MXX",2,20,,"afgestoten",False,,2-10-2007,
"CUIK3-07",869,"NS","SXX","SXX",1,10,8,"7",,False,"ARTEFACT",2-10-2007,
"CUIK3-07",870,"awh","ker","awh",1,4,2,"5",,False,,2-10-2007,
"CUIK3-07",871,"NS","SXX","SXX",1,8,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",872,"awh","ker","awh",2,9,2,"5",,False,,2-10-2007,
"CUIK3-07",872,"BW","KER","BOUWMAT",1,268,8,"6",,False,,2-10-2007,
"CUIK3-07",873,"awg","ker","awg",1,9,"4",,False,,10-10-2007,
"CUIK3-07",874,"awg","ker","awg",2,7,"4",,False,,2-10-2007,
"CUIK3-07",875,"MET","MXX","MXX",1,12,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",875,"NS","SXX","SXX",1,25,6,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",876,"awg","ker","awg",1,5,4,"4",,False,,2-10-2007,
"CUIK3-07",876,"MET","MXX","MXX",1,18,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",877,"awg","KER","awg",6,30,2,"4",,False,,2-10-2007,
"CUIK3-07",877,"MET","MXX","MXX",3,207,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",877,"VKL","KER","huttelm",2,36,4,"1","SB Huttenleem",False,,2-10-2007,
"CUIK3-07",878,"awh","ker","awh",2,17,4,"5",,False,,2-10-2007,
"CUIK3-07",879,"awh","ker","awh",3,34,4,"5",,False,,2-10-2007,
"CUIK3-07",880,"awh","KER","AW",1,2,8,"4",,False,,2-10-2007,
"CUIK3-07",881,"awh","ker","awh",9,58,"5",,False,,2-10-2007,
"CUIK3-07",882,"awh","ker","awh",8,70,4,"5",,False,,2-10-2007,
"CUIK3-07",883,"awh","ker","awh",1,16,2,"5",,False,,2-10-2007,
"CUIK3-07",884,"awh","ker","awh",1,6,2,"5",,False,,2-10-2007,
"CUIK3-07",885,"awh","ker","awh",1,13,4,"5",,False,,2-10-2007,
"CUIK3-07",886,"awg","ker","awg",3,21,8,"4",,False,,2-10-2007,
"CUIK3-07",886,"BW","KER","BOUWMAT",1,216,"6",,False,,2-10-2007,
"CUIK3-07",886,"MET","MXX","MXX",2,15,6,,"afgestoten",False,,2-10-2007,
"CUIK3-07",886,"NS","SXX","SXX",1,17,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",887,"awg","ker","awg",5,37,4,"4",,False,,2-10-2007,
"CUIK3-07",887,"MET","MXX","MXX",3,112,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",887,"VKL","KER","huttelm",3,15,"1",,False,,2-10-2007,
"CUIK3-07",888,"VKL","KER","huttelm",3,44,4,"1",,False,"SB Huttenleem",2-10-2007,
"CUIK3-07",889,"awg","ker","awg",1,7,8,"4",,False,,2-10-2007,
"CUIK3-07",891,"AWG","ker","AWG",2,11,8,"4",,False,,2-10-2007,
"CUIK3-07",891,"awh","ker","awh",2,12,2,"5",,False,,2-10-2007,
"CUIK3-07",892,"awg","ker","awg",1,4,6,"4",,False,,2-10-2007,
"CUIK3-07",892,"VKL","KER","huttelm",3,108,8,"1",,False,,2-10-2007,
"CUIK3-07",893,"awg","ker","awg",1,2,8,"4",,False,,2-10-2007,
"CUIK3-07",894,"awh","ker","awh",1,28,"5",,False,,2-10-2007,
"CUIK3-07",895,"VST","SXX","SVU",1,9,4,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",896,"awh","ker","awh",1,21,2,"5",,False,,2-10-2007,
"CUIK3-07",896,"BT","OXX","OXB",12,314,"1",,False,,2-10-2007,
"CUIK3-07",897,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",898,"awh","ker","awh",61,198,4,"5",,False,,2-10-2007,
"CUIK3-07",898,"VST","SXX","SVU",2,2,4,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",899,"awh","ker","awh",4,17,8,"5",,False,,2-10-2007,
"CUIK3-07",899,"NS","SXX","SXX",1,45,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",900,"awg","ker","awg",2,18,6,"4",,False,,10-10-2007,
"CUIK3-07",900,"AWH","KER","AWH",5,8,"5",,False,,10-10-2007,
"CUIK3-07",900,"met","mxx","mxx",2,24,8,,"afgestoten",False,,10-10-2007,
"CUIK3-07",900,"NS","SXX","SXX",1,515,2,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",901,"awg","ker","awg",2,26,9,"4",,False,,10-10-2007,
"CUIK3-07",901,"bw","KER","bouwmat",6,73,4,"6",,False,,10-10-2007,
"CUIK3-07",901,"met","mxx","mxx",1,22,7,,"afgestoten",False,,10-10-2007,
"CUIK3-07",902,"awg","ker","awg",3,18,"4",,False,,10-10-2007,
"CUIK3-07",902,"bw","KER","bouwmat",1,174,8,"6",,False,,10-10-2007,
"CUIK3-07",902,"met","mxx","mfe",4,217,4,"9","naar conservering",True,,10-10-2007,"DROOG"
"CUIK3-07",903,"bw","KER","bouwmat",1,188,4,"6",,False,,10-10-2007,
"CUIK3-07",904,"awg","ker","awg",1,8,"4",,False,,10-10-2007,
"CUIK3-07",904,"AWH","KER","AWH",4,0,2,"5",,False,,10-10-2007,
"CUIK3-07",905,"awg","ker","awg",1,16,2,"4",,False,,10-10-2007,
"CUIK3-07",906,"bw","KER","bouwmat",1,1156,2,"6",,False,,10-10-2007,
"CUIK3-07",907,"awg","ker","awg",1,143,"4",,False,,10-10-2007,
"CUIK3-07",907,"AWH","KER","AWH",9,37,6,"5",,False,,10-10-2007,
"CUIK3-07",907,"bw","KER","bouwmat",7,51,2,"6",,False,,10-10-2007,
"CUIK3-07",907,"met","mxx","mxx",1,10,8,,"afgestoten",False,,10-10-2007,
"CUIK3-07",908,"awg","ker","awg",2,6,4,"4",,False,,10-10-2007,
"CUIK3-07",908,"bw","KER","bouwmat",1,40,6,"6",,False,,10-10-2007,
"CUIK3-07",908,"met","mxx","mxx",1,3,8,,"afgestoten",False,,10-10-2007,
"CUIK3-07",909,"awg","ker","awg",1,71,8,"4",,False,,10-10-2007,
"CUIK3-07",910,"awg","ker","awg",4,35,2,"4",,False,,10-10-2007,
"CUIK3-07",911,"vst","SXX","svu",1,2,6,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",912,"AWH","KER","AWH",2,4,"5",,False,,10-10-2007,
"CUIK3-07",913,"AWH","KER","AWH",1,54,"5",,False,,10-10-2007,
"CUIK3-07",914,"AWH","KER","AWH",1,13,4,"5",,False,,10-10-2007,
"CUIK3-07",915,"AWH","KER","AWH",2,8,8,"5",,False,,10-10-2007,
"CUIK3-07",916,"awg","ker","awg",1,9,2,"4",,False,,10-10-2007,
"CUIK3-07",916,"AWH","KER","AWH",1,10,5,"5",,False,,10-10-2007,
"CUIK3-07",917,"NS","SXX","SXX",2,10,4,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",918,"AWH","KER","AWH",2,15,8,"5",,False,,10-10-2007,
"CUIK3-07",918,"NS","SXX","SXX",1,30,8,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",919,"AWH","KER","AWH",3,43,"5",,False,,10-10-2007,
"CUIK3-07",920,"AWH","KER","AWH",2,27,3,"5",,False,,10-10-2007,
"CUIK3-07",921,"AWH","KER","AWH",6,35,6,"5",,False,,10-10-2007,
"CUIK3-07",922,"AWH","KER","AWH",1,6,"5",,False,,10-10-2007,
"CUIK3-07",923,"AWH","KER","AWH",1,8,8,"5",,False,,10-10-2007,
"CUIK3-07",924,"AWH","KER","AWH",1,18,2,"5",,False,,10-10-2007,
"CUIK3-07",925,"AWH","KER","AWH",1,13,2,"5",,False,,10-10-2007,
"CUIK3-07",926,"AWH","KER","AWH",1,1,6,"5",,False,,10-10-2007,
"CUIK3-07",926,"VST","SXX","SVU",1,1,6,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",927,"AWH","KER","AWH",1,5,"5",,False,,10-10-2007,
"CUIK3-07",928,"awg","ker","awg",1,5,4,"4",,False,,10-10-2007,
"CUIK3-07",929,"AWH","KER","AWH",5,17,"5",,False,,10-10-2007,
"CUIK3-07",930,"AWH","KER","AWH",1,15,8,"5",,False,,10-10-2007,
"CUIK3-07",931,"vst","SXX","svu",1,0,6,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",932,"AWH","KER","AWH",1,0,1,"5",,False,,10-10-2007,
"CUIK3-07",933,"awg","ker","awg",2,22,7,"4",,False,,10-10-2007,
"CUIK3-07",934,"awg","ker","awg",2,13,9,"4",,False,,10-10-2007,
"CUIK3-07",934,"bw","KER","bouwmat",2,193,6,"6",,False,,10-10-2007,
"CUIK3-07",935,"AWH","KER","AWH",1,8,4,"5",,False,,10-10-2007,
"CUIK3-07",935,"VKL","KER","HUTTELM",2,26,3,"1",,False,,10-10-2007,
"CUIK3-07",936,"AWH","KER","AWH",1,7,4,"5",,False,,10-10-2007,
"CUIK3-07",936,"VKL","KER","HUTTELM",1,22,1,"1",,False,,10-10-2007,
"CUIK3-07",937,"AWH","KER","AWH",1,10,9,"5",,False,,10-10-2007,
"CUIK3-07",937,"NS","SXX","SXX",1,52,4,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",938,"NS","SXX","SXX",1,239,7,"7",,False,"ARTEFACT",10-10-2007,
"CUIK3-07",939,"awg","ker","awg",1,159,3,"4",,False,,10-10-2007,
"CUIK3-07",940,"awg","ker","awg",1,91,5,"4",,False,,10-10-2007,
"CUIK3-07",941,"AWH","KER","AWH",70,1245,"8",,False,,10-10-2007,
"CUIK3-07",941,"NS","SXX","SXX",1,3,4,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",942,"AWH","KER","AWH",3,11,3,"5",,False,,10-10-2007,
"CUIK3-07",943,"SLK","mxx","SLAK",9,11,,"afgestoten",False,,10-10-2007,
"CUIK3-07",944,"AWH","KER","AWH",2,2,4,"5",,False,,10-10-2007,
"CUIK3-07",945,"AWH","KER","AWH",1,5,4,"5",,False,,10-10-2007,
"CUIK3-07",946,"AWH","ker","AWH",4,83,4,"3",,False,,12-10-2007,
"CUIK3-07",946,"BW","ker","BOUWMAT",1,5,8,"6",,False,,12-10-2007,
"CUIK3-07",946,"NS","SXX","SXX",2,155,3,"7",,False,"ONBEWERKT",12-10-2007,
"CUIK3-07",947,"AWH","ker","AWH",1,23,4,"3",,False,,12-10-2007,
"CUIK3-07",947,"BW","ker","BOUWMAT",2,230,2,"6",,False,,12-10-2007,
"CUIK3-07",948,"AWH","KER","AWH",1,2,6,"5",,False,,10-10-2007,
"CUIK3-07",949,"awg","ker","awg",1,3,1,"4",,False,,10-10-2007,
"CUIK3-07",949,"NS","SXX","SXX",1,16,8,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",949,"VKL","KER","HUTTELM",6,3,5,"1",,False,,10-10-2007,
"CUIK3-07",950,"AWH","KER","AWH",10,124,4,"5",,False,,10-10-2007,
"CUIK3-07",951,"AWH","KER","AWH",1,12,5,"5",,False,,10-10-2007,
"CUIK3-07",952,"awg","ker","awg",6,124,9,"4",,False,,10-10-2007,
"CUIK3-07",953,"AWH","KER","AWH",1,3,1,"5",,False,,10-10-2007,
"CUIK3-07",954,"AWH","KER","AWH",1,4,3,"5",,False,,10-10-2007,
"CUIK3-07",955,"AWH","KER","AWH",12,88,2,"5",,False,,10-10-2007,
"CUIK3-07",956,"AWH","KER","AWH",1,0,6,"5",,False,,10-10-2007,
"CUIK3-07",956,"NS","SXX","SXX",1,9,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",956,"vst","SXX","svu",1,0,6,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",957,"AWH","KER","AWH",18,143,6,"5",,False,,10-10-2007,
"CUIK3-07",957,"vst","SXX","svu",1,16,2,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",958,"AWH","KER","AWH",3,24,6,"5",,False,,10-10-2007,
"CUIK3-07",959,"AWH","KER","AWH",1,1,8,"5",,False,,10-10-2007,
"CUIK3-07",960,"AWH","KER","AWH",1,0,6,"5",,False,,10-10-2007,
"CUIK3-07",961,"AWH","KER","AWH",3,1,4,"5",,False,,10-10-2007,
"CUIK3-07",962,"AWH","KER","AWH",1,10,"5",,False,,10-10-2007,
"CUIK3-07",963,"AWH","KER","AWH",4,7,6,"5",,False,,10-10-2007,
"CUIK3-07",963,"NS","SXX","SXX",5,4,8,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",964,"AWH","KER","AWH",6,6,8,"5",,False,,10-10-2007,
"CUIK3-07",965,"NS","SXX","SXX",1,0,6,"7",,False,"ARTEFACT",10-10-2007,
"CUIK3-07",966,"awg","ker","awg",3,122,6,"4",,False,,10-10-2007,
"CUIK3-07",966,"AWH","KER","AWH",14,419,6,"5",,False,,10-10-2007,
"CUIK3-07",967,"awg","ker","awg",1,24,2,"4",,False,,10-10-2007,
"CUIK3-07",968,"AWH","KER","AWH",14,188,2,"5",,False,,10-10-2007,
"CUIK3-07",969,"AWH","KER","AWH",5,64,6,"5",,False,,10-10-2007,
"CUIK3-07",969,"NS","SXX","SXX",1,1,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",970,"AWH","KER","AWH",4,77,4,"5",,False,,10-10-2007,
"CUIK3-07",971,"AWH","KER","AWH",2,65,6,"5",,False,,10-10-2007,
"CUIK3-07",972,"AWH","KER","AWH",10,22,4,"5",,False,,10-10-2007,
"CUIK3-07",972,"NS","SXX","SXX",1,32,8,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",973,"AWH","KER","AWH",2,33,2,"5",,False,,10-10-2007,
"CUIK3-07",974,"awg","ker","awg",5,65,4,"4",,False,,10-10-2007,
"CUIK3-07",974,"NS","SXX","SXX",2,131,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",975,"AWH","KER","AWH",18,198,6,"8",,False,,10-10-2007,
"CUIK3-07",976,"AWH","KER","AWH",2,55,1,"5",,False,,10-10-2007,
"CUIK3-07",976,"met","mxx","mxx",1,3,,"afgestoten",False,,10-10-2007,
"CUIK3-07",977,"met","mxx","mxx",1,3,3,,"afgestoten",False,,10-10-2007,
"CUIK3-07",978,"AWH","KER","AWH",1,3,8,"5",,False,,10-10-2007,
"CUIK3-07",979,"awg","ker","awg",1,7,5,"4",,False,,10-10-2007,
"CUIK3-07",980,"met","mxx","mxx",1,7,6,,"afgestoten",False,,10-10-2007,
"CUIK3-07",981,"awg","ker","awg",1,59,6,"4",,False,,10-10-2007,
"CUIK3-07",982,"AWH","KER","AWH",1,8,6,"5",,False,,10-10-2007,
"CUIK3-07",983,"AWH","KER","AWH",4,63,1,"5",,False,,10-10-2007,
"CUIK3-07",984,"bw","KER","bouwmat",2,681,2,"6",,False,,10-10-2007,
"CUIK3-07",984,"met","mxx","mxx",1,8,2,,"afgestoten",False,,10-10-2007,
"CUIK3-07",985,"AWH","KER","AWH",2,5,4,"5",,False,,10-10-2007,
"CUIK3-07",985,"HK","OXX","oph",1,1,4,,"afgestoten",False,,10-10-2007,
"CUIK3-07",986,"SLK","MXX","SLAK",3,3,8,"1",,False,,10-10-2007,
